ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-6.6502451872036172e-01 4.2278819267736196e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
58 2.97741 -0.535294 1.69451
59 2.37213 2.04762 1.83508
60 1.60244 1.56858 -1.58153
119 -2.42988 0.226853 1.12066
123 -0.140766 1.85815 4.79183
121 0.449478 -2.77079 -2.89526
72 -2.48789 0.646083 -1.08836
120 -2.34395 2.45422 -2.81353
122 1.85786 -0.505317 4.05465
124 -1.70573 4.2744 0.567116
183 0.31325 -3.11182 0.232339
185 -0.575236 2.01056 -2.29245
187 -2.00153 -1.92322 -0.340348
140 -1.12887 2.623 -2.37132
136 -4.9084 0.485341 -1.02746
184 -0.233331 0.916222 1.47921
186 0.66988 -0.473282 -0.291728
188 -3.02762 -0.229458 -0.243233
247 -0.664309 -2.29454 1.10637
249 2.40323 3.41013 0.685595
251 1.65461 0.951912 -2.06688
265 -0.673759 -1.17865 2.84649
248 -1.16125 0.356115 -0.456232
250 -2.55482 -0.450112 2.76088
252 -1.97247 0.609613 -2.22962
311 -0.03608 -0.103305 1.79358
313 1.23262 1.35753 -0.16237
315 -2.42795 0.180712 2.93014
264 0.94848 0.305793 -1.50445
268 0.853811 1.93649 -0.966399
312 1.75788 -0.453323 0.955879
314 -0.210701 -0.431274 -1.39117
316 3.48332 0.375566 0.586114
375 -2.56729 -0.618621 -0.0281608
377 0.652536 0.650292 2.87209
379 -1.62909 -2.45631 -1.74683
376 0.451847 2.98005 2.78302
378 1.99881 -0.211435 -0.491981
380 -0.851323 1.93105 1.72591
439 -0.0378696 0.693208 1.64268
441 -0.391454 -0.513838 -1.65065
443 -0.486122 -3.58152 -0.73633
396 -0.489574 2.92957 -3.20719
440 -0.0465716 -1.22954 0.681255
442 2.42542 0.00771777 -0.262652
444 -1.1104 0.0645144 -0.183572
503 -0.0939341 -2.17046 0.569848
505 0.264209 1.0822 0.213291
507 -0.823111 -1.22188 0.018732
456 -0.976713 -0.863985 -0.582339
521 -3.82015 1.01793 -1.82873
504 -2.07802 -0.432569 -2.00207
506 0.748072 -1.05009 -2.51273
508 1.35397 0.572558 -0.029553
567 -2.70973 -2.15164 0.831585
569 -3.3648 -1.91087 5.21252
571 -0.166202 2.34784 0.412407
520 -1.59167 -1.28183 -2.52019
524 -1.26013 -3.54472 0.317378
585 1.60283 -0.0298552 -0.037306
568 0.870851 -1.76529 3.03592
570 -2.20348 1.42368 -0.0351101
572 -0.670604 1.3603 0.000619036
631 -1.41034 -2.19022 4.74695
633 -2.43596 -0.677763 4.17126
635 -2.20301 0.144773 0.243666
649 -2.18033 0.663032 0.169344
648 -0.643864 1.96786 0.913365
584 -0.972088 -0.604532 -1.02279
632 0.431484 -3.26835 1.65872
634 0.276095 0.232908 1.41507
636 1.27293 0.793167 2.70499
695 -2.80672 1.16775 -0.320359
697 -0.0709555 -3.23805 -1.52023
699 -1.21722 -0.00806204 -0.486208
700 -2.14304 -2.72562 -1.13621
712 2.23469 -3.15597 -0.294093
698 3.73433 0.651363 1.50495
696 0.309431 1.20796 2.27473
759 1.82592 4.02072 2.36712
760 1.73444 0.48708 -1.4712
761 -0.546501 2.01942 -1.67098
762 -0.699043 -3.5897 1.8457
763 -3.1499 -3.96355 2.18215
764 -0.142371 0.203851 -1.07136
14 -1.05863 -3.75036 -1.69695
15 1.14903 6.13901 -3.45712
29 -2.52543 -0.0830099 -0.349913
32 -0.85879 -0.960852 -0.476851
16 0.384735 -1.17662 -2.88356
79 0.0461938 -1.85384 4.11053
93 -0.202492 0.659825 -1.20217
78 0.913226 0.761925 1.31839
96 1.33548 -0.114392 -1.1439
143 -0.300145 -1.2115 2.0074
157 -1.96314 1.37568 -3.51083
141 2.07032 3.36309 1.7869
129 1.24525 1.02188 1.38072
80 3.4902 -3.00921 1.67539
142 0.369397 0.219978 2.87058
160 0.829588 -1.69666 -0.252052
207 -2.49586 1.76342 0.94856
221 -1.49804 -1.10047 1.09675
144 0.868868 4.82595 0.586783
205 2.15087 0.785369 -1.14516
206 0.27194 -0.10439 0.170572
224 -2.3054 -1.94243 4.05473
271 2.52144 1.13434 2.91171
285 -2.10648 -0.0801765 1.76541
269 -2.5137 -1.87515 0.138541
208 0.0331158 0.261132 -0.0189864
258 -0.0788458 0.316853 -0.635751
337 0.415889 1.16007 1.2032
270 0.00219452 -1.82083 0.342328
288 -1.38466 -3.1509 1.8917
335 1.11254 0.31006 3.95408
349 2.26268 -1.94302 2.04382
401 -1.74174 -1.41531 -3.71373
334 -1.07182 -1.99719 -1.15872
352 -1.31233 -3.3203 -0.532889
399 -2.06849 2.26411 -2.37835
413 -0.250801 2.89121 0.67195
386 -0.775251 0.991921 -0.633751
465 -0.905912 -1.23656 1.22556
398 0.927926 0.609324 -3.56904
416 1.26067 1.75274 1.12273
463 1.33137 -1.72845 -0.646243
477 -3.16311 0.436345 1.4296
461 0.551266 -0.378719 0.38655
462 -0.842614 -1.72318 -4.90413
480 3.02062 -1.57104 -2.23496
527 1.72226 1.77267 -0.536467
541 0.252649 -1.209 -1.25825
525 -0.578579 0.110438 -0.342383
593 1.1161 -1.23667 -4.48825
514 4.2794 -1.00801 0.314907
526 -1.55986 -1.55079 -1.24248
544 -0.34208 0.547186 1.09779
591 -1.07334 -0.102542 -1.25294
605 -1.2107 -1.672 -1.82357
589 3.14553 -0.502994 -2.27391
590 1.47845 -0.544858 2.21532
608 0.995608 -0.717438 1.46687
655 -1.08582 1.64357 -2.39045
669 -1.90857 0.346911 -3.67973
653 1.09756 -1.24292 -0.538265
642 0.308332 -0.624582 -0.785802
721 0.699386 -0.639048 -1.26597
654 0.737071 2.72852 0.218376
672 -1.24017 -1.00422 -0.932542
718 -0.795556 -2.00725 3.55773
719 -2.59125 -0.539431 4.17016
733 -2.43204 -0.880222 -0.92519
736 0.895648 1.31398 0.295091
30 -0.565134 2.71045 -2.10175
31 0.28711 1.06077 -3.92199
45 3.40169 0.574629 -2.02885
46 0.106536 -0.644143 1.76844
47 -3.46459 2.10417 -1.13834
48 -1.96266 1.96852 4.01929
109 2.29267 0.881291 -2.86985
95 -1.71114 0.212368 -0.885662
111 3.00947 -1.38475 -1.13595
82 0.21078 -2.43898 0.484793
161 2.80693 -0.152264 -1.92122
98 -0.766442 2.05614 -0.965177
94 -4.15178 -1.80109 2.19231
110 -0.902779 -2.42559 3.20517
112 4.47984 -1.02097 0.470223
159 0.807379 -1.11685 -0.888921
173 -2.22097 -0.0272587 -0.10546
175 0.993644 -1.67639 -2.62735
158 -3.20097 0.234672 1.28319
174 1.25172 0.126762 2.90092
176 5.14395 1.89438 -2.21194
223 -2.16876 0.914195 -0.402571
237 -0.29472 0.706309 0.0973095
239 -3.48925 3.36646 0.287155
210 0.197526 0.542628 2.49545
222 1.01546 0.508449 0.525824
238 1.7344 0.00510593 0.316564
240 0.834977 -2.40976 1.0305
287 0.314604 -0.005206 -1.17995
301 0.632483 2.48605 -3.54105
303 -1.18836 0.745045 -3.01278
353 -1.18833 -1.72331 0.665456
286 1.11788 -1.43008 1.58067
302 -0.432115 0.0465367 -0.785116
304 -3.8292 0.501313 -0.0965524
351 -0.119088 -0.351758 1.74449
365 0.755385 -3.30992 -2.7891
367 0.646304 2.47464 -0.624717
354 1.02128 -0.604273 -1.49408
350 -0.102903 -0.0094479 -1.34204
366 -0.620094 4.57444 2.67926
368 -0.660483 2.16866 1.5577
415 0.51802 -4.45903 0.090679
429 2.06005 -0.69476 0.960089
431 0.0683078 1.28639 -0.215086
402 -1.33788 -0.496308 0.849093
414 2.612 2.50163 0.642485
430 0.98479 1.58109 0.739854
432 -1.64296 -1.09176 -0.961109
481 2.76522 -0.25182 -0.165377
479 -0.207305 -0.83083 5.26168
493 -1.68767 0.829572 3.12247
495 1.07895 2.9285 0.0351182
545 -0.0982823 1.07799 0.937873
482 -0.183445 1.55397 3.27597
478 1.23048 -6.58529 0.307815
494 -1.72449 0.173084 0.529071
496 0.0534802 -2.40542 0.840859
543 -1.90454 -2.96281 1.29851
557 -0.225165 -3.32283 -1.14603
559 -1.36862 0.0952563 0.137307
530 -1.83994 1.44398 -1.11196
546 -4.71966 -0.606498 3.2367
542 -2.12268 1.09839 -0.377111
558 -0.0413667 -0.915475 0.864987
560 -2.5917 -0.40143 -0.0239635
607 -0.413105 -1.82286 -0.490902
621 -1.86904 -0.58766 7.19489
623 -0.264974 1.31887 -3.81091
673 0.551798 -0.436014 2.56005
610 1.21146 0.589748 -1.31618
594 1.03716 0.465055 -4.08313
606 -0.735419 3.52467 2.82454
622 3.20893 -1.09203 -1.14954
624 -2.56098 -3.54104 1.48086
671 -2.092 -0.749271 0.414448
685 -1.42468 -1.93037 2.86563
687 1.94394 1.806 3.24026
674 0.24188 -1.38124 3.0889
670 1.77355 0.503475 1.1715
686 0.672037 -1.01305 1.8221
688 0.971664 -0.264649 0.357697
734 -2.87273 -1.8298 -1.20913
735 1.22284 -2.04977 0.0205172
749 -0.0439317 1.50914 -2.81778
750 -3.68952 0.832497 -0.280183
751 1.3032 1.90451 1.46867
752 -3.68374 -0.00769241 0.281296
113 2.49937 1.7254 1.50609
13 -0.657967 -0.964052 -0.510754
61 0.268819 0.630787 -1.35416
62 0.470051 -0.261573 -0.380565
63 -2.95713 -0.404801 0.44628
64 -1.39714 0.289824 0.362278
127 -2.17515 -0.641172 -2.06613
125 -1.96046 -4.25062 1.54943
77 4.12288 2.69352 1.18694
177 0.135569 -2.27383 -3.51957
126 1.48012 -3.12463 -0.21796
128 0.0219221 -1.05077 -3.11884
189 2.00746 1.35589 1.1057
191 1.44212 0.188316 -3.22685
178 2.94994 -1.83026 -2.89514
190 2.25495 -0.761366 -1.24157
192 0.680988 -2.98728 -1.14511
253 3.90983 1.9637 1.99205
255 0.805457 -1.40849 1.89459
242 2.05267 -1.68639 -1.0472
305 3.26618 -0.0643548 -0.0250101
254 -0.248856 -0.0585798 1.58179
256 -1.90286 -1.35428 0.847757
317 -0.203239 0.672591 -1.35923
319 1.02009 -0.927777 -0.83712
272 -1.43062 1.84623 0.239468
333 0.201956 -0.493358 -1.06698
306 -0.0489169 0.318643 -1.98605
369 -2.98174 1.92433 3.82592
318 -0.0603017 2.29414 0.764108
320 1.38869 1.50616 2.25129
381 0.803275 4.14335 0.195676
383 1.20036 1.23664 -0.301415
433 -0.528345 1.05382 0.712659
397 -0.936876 -1.33721 1.49305
336 0.431643 -1.22532 1.10508
382 0.683809 0.88465 -0.476961
384 -0.0245559 1.36522 -1.21679
445 0.82104 2.46925 1.55157
447 3.52601 0.0623832 1.38694
400 1.41928 -1.30102 3.63678
446 2.78835 -0.532362 -1.25673
448 0.296857 1.89339 -0.419418
509 0.853079 1.36329 0.623689
511 -1.65496 -0.307638 -3.55482
513 -1.40873 -0.98074 -0.400216
498 -0.882403 -0.920238 0.864475
561 3.02463 0.0891171 2.01502
464 -0.996521 -0.473522 1.13848
510 -1.67153 0.878035 1.11928
512 -0.642085 1.52221 3.03061
573 2.01546 -1.78612 1.60009
575 0.911318 3.0002 -0.747813
562 -1.21483 0.533884 -1.04579
577 0.211123 -0.401385 -0.0765216
625 2.95194 0.59746 0.33037
528 -3.17343 -1.46344 -3.21369
574 -1.16371 0.319254 -2.38662
576 3.5172 1.10118 -1.22599
637 -1.36831 3.17832 1.2727
639 -0.708595 -0.676676 -2.1463
626 -0.258056 -2.09466 -0.335549
641 -2.02122 -1.87445 -0.736013
592 2.48591 -1.89241 0.80725
689 -0.446511 2.34643 -2.41863
638 -2.80847 2.05311 0.0676016
640 -0.348232 0.672623 -2.73207
701 2.21804 -0.543359 0.768613
703 0.741719 0.989447 -1.25419
705 -1.54934 -1.93121 0.687079
753 1.14371 -0.0360851 2.74947
656 -0.929929 -1.49693 -1.66894
720 1.94839 5.13447 0.845376
702 -0.277529 1.32807 0.389356
704 1.31169 -0.344912 -0.260795
717 -2.76174 -2.46329 -0.288421
765 -1.18741 1.90184 -1.64319
766 -2.28503 0.915986 0.823762
767 -1.24824 -2.02271 -1.92107
768 -2.49074 1.76329 1.47145
ITEM: TIMESTEP
400
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-5.6100777683013336e-01 4.1926422775601452e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
3 -3.81735 -1.39181 -2.82666
6 2.64507 -0.798393 -1.69806
20 1.37878 2.26496 -0.420848
21 -2.00915 1.1591 2.60831
85 -2.90377 -0.024547 -0.446464
2 2.72411 2.9704 -0.223176
67 1.6176 -1.98019 1.96976
70 -3.69941 -3.4346 0.173719
84 -0.042576 2.40553 -2.11322
149 1.04581 -2.53419 -0.672197
131 1.32168 -0.994913 -0.391821
81 0.0395652 -5.03084 1.57261
133 0.345035 2.06821 1.5427
68 0.223743 0.161805 -0.194087
66 1.6899 -3.32065 0.927118
134 -1.7131 -1.62258 3.27125
148 0.690267 0.742342 -5.12544
195 2.33216 -0.442078 1.35881
213 1.51366 -2.33107 -0.582596
132 -0.0719582 0.126874 0.474641
209 -4.66419 5.23546 -5.04757
197 -1.63141 -3.00264 0.299201
198 0.0185767 -1.45035 -2.36948
212 -0.387421 -4.1276 -0.360668
259 0.646351 1.09266 3.05183
277 0.951978 -1.32647 -1.90724
273 0.431636 1.80116 0.585898
194 1.21801 2.31956 2.35229
261 1.08004 -1.5563 2.24466
262 0.496099 -2.03845 2.50058
276 1.9791 4.05679 -2.28843
323 0.300519 -1.3752 -2.76698
341 -2.42261 4.43934 -3.25626
260 -1.10554 1.31471 -2.34005
321 0.576943 -0.560226 0.146748
325 0.262591 1.45284 2.78434
258 -1.34605 0.25062 2.34948
326 2.59832 0.163362 4.31916
340 0.755757 2.57074 0.189791
387 0.845387 1.73438 -1.28641
405 2.04298 -0.21003 -0.5376
322 -0.641304 -1.25939 1.40262
390 0.47876 -4.33152 2.60373
404 -2.28119 -0.0772541 -2.12416
451 -1.26136 -0.791159 -0.595704
469 1.64189 0.279696 -1.06747
388 -1.01005 -1.47999 -1.51317
453 3.79856 4.51091 -0.845907
454 -2.94997 -3.17349 -0.5921
468 -0.871854 -0.247992 0.877084
515 0.797913 -4.7967 0.446549
533 -1.71056 -0.41798 2.57136
517 2.97098 -0.229211 -1.04277
452 -1.34766 2.14385 -1.06284
518 -0.885691 1.42099 -2.42176
532 1.7955 1.78764 0.649749
579 -1.32164 1.86879 1.93592
597 2.68045 -2.49376 -1.42724
516 -0.849865 4.02476 0.657329
593 -2.47058 0.0444391 -1.7147
582 -1.74 0.824741 -1.61474
596 3.45809 1.00761 2.8092
643 -0.270678 0.0246329 -0.466643
661 -0.407378 1.73481 2.78017
657 0.725121 2.04763 -1.15502
645 -2.49467 0.74182 1.25247
580 -0.210327 0.220128 -3.51917
646 -4.19461 1.38145 0.581335
660 -1.74242 1.72652 0.796972
707 -1.20384 1.45873 -0.476795
710 1.50095 -2.13316 3.10356
724 1.60816 -1.05625 -0.100974
725 -1.66736 1.13772 -2.99234
706 1.24625 -1.46806 -0.74278
709 1.46323 -0.183212 3.85477
19 1.95778 0.782021 -2.60094
22 -0.898504 -2.06983 0.231074
35 -1.68164 -2.70572 1.83781
36 4.04333 -3.44525 2.67558
37 -0.864888 -2.83446 1.00349
38 3.01977 -0.656254 4.8858
99 3.37431 2.17694 0.848214
101 0.108435 3.00082 5.43989
97 1.41968 -0.670255 -5.02077
83 1.32837 1.10563 2.30917
86 -1.47771 -0.668557 -2.335
100 -2.50263 -0.219677 0.444098
102 -1.90621 -0.586846 0.357218
147 -0.549707 -2.29057 -1.4622
163 -3.50589 -0.11823 1.66007
165 -2.4528 0.953491 -2.22942
82 -1.00143 -0.462843 -5.58701
98 0.347526 0.782005 3.14813
150 -1.21675 1.44633 1.36067
164 -0.720383 1.58476 -1.05209
166 0.277363 -1.96016 -4.07285
211 0.00759009 -0.224945 0.68932
227 0.840647 1.43139 2.96531
229 -3.73037 -1.58975 0.209028
225 -4.79992 -2.47921 -0.170791
162 1.70254 0.771489 -1.50756
214 -0.216838 -3.21318 -3.51446
228 -2.96004 -0.539267 -1.83879
230 -2.97486 1.75323 -2.28748
275 -2.44284 -0.679362 2.40856
291 -3.60376 4.36024 -0.268158
293 -1.67795 1.96869 -1.19137
226 -1.55273 2.36745 -2.21758
289 -4.40236 -1.53361 0.48531
210 0.720871 2.61703 -0.700373
278 -3.39306 -1.77687 -0.0872674
292 2.72853 -1.33675 -0.536513
294 -1.76071 -0.388701 2.58012
339 0.169095 1.98541 3.13663
355 -1.43373 0.628261 2.98104
357 -0.847324 -0.576441 -2.4717
274 -1.9599 0.238234 2.07485
353 4.38828 -1.24371 0.962386
342 3.42768 -0.845481 1.34741
356 1.10354 1.15866 -2.67045
358 3.75036 -2.98821 1.14134
403 -0.639691 0.527375 0.688488
419 -1.51517 -0.765623 -4.0469
421 -3.23507 2.13415 -0.606118
354 -1.20682 -2.85345 -1.50165
406 0.898742 0.679302 -1.08813
420 1.79564 0.738365 0.632464
422 2.53436 -2.24868 2.45869
467 -0.301503 -1.48215 -0.00700731
483 2.7632 0.202826 3.45669
485 -1.66488 -4.40629 0.154828
481 -0.389718 -0.989582 0.23749
470 1.95036 -0.516472 1.46105
484 0.290825 -3.59207 -0.224102
486 1.08272 0.119951 0.69417
531 -0.469984 1.9181 2.17369
547 1.097 -0.191514 -0.856625
549 -0.988487 -0.239242 -0.827251
466 2.13385 -2.72932 -0.168113
545 -1.13216 -0.936602 -1.77059
482 0.395465 0.75671 -0.817891
534 -3.10151 -1.17127 -0.944133
548 1.34728 -0.127635 2.62675
550 0.78885 -0.345631 -1.50389
595 0.773189 -2.0732 -0.539286
611 -2.71302 1.49173 -1.32575
613 1.82494 2.67306 -0.737662
609 -0.307751 3.34718 -0.529037
546 3.48575 0.246407 2.99233
612 2.43363 0.305246 0.981732
598 0.559459 2.54409 2.04055
614 0.50787 -2.01416 -2.96262
659 3.29191 -1.29737 -0.777315
675 0.844812 1.23332 1.6053
677 0.426677 -2.83855 -2.15163
662 1.51013 -2.31434 -2.30469
676 2.0494 -0.790158 1.31314
678 1.54301 -1.54219 -1.91048
723 -3.35545 0.265896 1.44488
726 -0.593512 0.978499 -1.57994
739 2.16432 1.3663 1.157
740 1.72378 2.67661 -1.59067
741 -2.27047 -1.40647 -3.90321
742 -1.72469 -0.0251175 0.890034
69 -2.65607 3.52725 -4.52852
5 -2.51566 -2.0546 4.75019
65 1.85794 -0.634553 0.272694
4 -0.870958 -0.805286 1.97375
51 1.11396 -0.408413 1.29615
52 -3.95255 -1.57674 1.74963
53 -1.83616 -2.75257 1.17172
54 0.906776 0.56072 1.30971
117 -2.29993 -4.09779 -1.83671
50 -0.655027 -0.0741675 3.04426
115 -0.171653 -1.60077 0.605891
113 0.16847 0.598153 -1.66939
116 2.76801 3.72756 2.61783
118 0.844182 0.509887 0.58224
179 1.12981 0.198467 1.43298
181 2.109 -2.45447 -0.573121
114 1.19886 -1.54379 -0.355445
129 1.12191 1.25333 1.9637
177 -4.05378 -2.08837 -2.69243
193 1.69437 0.410037 1.68471
180 2.08308 -2.88316 -1.24791
182 -0.633104 4.44491 -4.08604
243 2.14283 -1.09416 -5.0131
245 2.24055 2.22959 -0.230443
241 0.655744 2.58536 0.481205
178 -1.21002 -0.21617 -0.124566
196 0.0737734 -3.33523 0.795832
244 -1.11183 -0.732847 -1.77857
246 -0.380565 -0.370746 -0.0658124
307 1.41787 1.80314 2.65177
309 -1.07157 -1.94284 -0.575817
242 1.18007 -2.84591 1.18066
305 -0.290634 -0.0266789 1.94972
308 0.189193 -2.42675 -0.656973
310 -0.499737 0.826573 0.156474
371 0.447308 0.676418 0.357103
373 -1.82185 2.58846 -1.74793
306 1.00323 -1.36242 2.63911
389 -3.00644 -1.63494 -1.70634
324 -2.06669 1.18689 -1.44808
372 0.77076 -1.00919 1.18516
374 0.845991 -1.48303 0.647239
435 1.49021 -0.59851 1.16784
437 3.42836 0.727596 -2.02233
370 -1.16588 0.750678 0.149812
436 -0.974515 -3.19419 1.92395
438 0.840232 0.445843 -1.7025
499 2.29759 -1.59295 2.59306
501 -4.30796 2.93905 -3.22815
500 -0.346103 2.82816 -1.03255
502 0.0737122 -3.20617 0.551465
563 -0.65519 -0.80256 -2.92109
565 0.920737 -1.85272 -0.649633
513 -3.6013 1.72833 -0.985009
561 -1.71361 -2.56154 1.47439
581 1.2081 3.57463 2.70842
564 -1.73664 1.93819 2.96706
566 -2.69846 0.844867 -0.861739
627 1.67923 -2.10205 -2.44633
629 0.104948 -1.12516 4.80324
562 -1.7495 -1.25189 0.463043
628 0.384902 0.216709 0.975564
630 0.08011 1.02929 1.03779
691 1.89257 2.37539 -0.947453
693 -1.53397 -0.206337 0.946453
644 -0.447511 1.34962 -0.549024
626 -0.168949 0.332317 -0.806272
694 -0.921299 -1.42782 -1.04098
692 -0.556589 -1.34657 -0.955894
708 -0.593707 1.78244 -0.426888
755 3.06081 0.813891 1.59347
756 -1.49116 2.50011 -2.11014
757 1.79347 2.10698 0.27504
758 0.0459192 -1.52387 -0.175398
705 1.74878 0.986834 -1.14056
7 -1.67077 -4.72632 -2.55948
10 0.730098 -0.808327 -2.04814
11 -1.75681 -1.81084 1.09678
24 -3.44664 0.631562 0.156946
25 3.48858 5.63057 1.5635
28 0.743296 1.45454 2.70331
71 -2.29225 0.546798 -2.65385
12 -1.68807 0.259838 2.58147
75 0.738984 -1.55314 1.7572
89 -5.0963 2.57086 -0.869625
74 -1.8604 -0.095526 -2.27687
88 -2.26361 -1.28736 0.641648
92 1.52559 -0.807364 -2.76468
135 1.24675 -0.142494 0.451345
139 -2.07969 -0.504644 0.763898
153 0.44869 -1.34632 1.75225
76 -3.66709 -0.90047 -0.828403
137 2.37789 0.398196 -1.10991
138 2.29645 0.233253 -0.485336
152 -2.20114 1.08167 -1.64055
156 -2.28881 1.91923 -1.51839
199 -0.830585 3.50212 1.76394
203 -1.0986 1.92538 -4.13516
217 2.1085 -1.92947 -1.21994
201 1.00889 1.6408 -4.42241
140 2.1278 1.98672 -3.47354
136 0.970799 -0.807955 -0.220258
202 1.92048 1.58147 -1.20635
216 -1.78933 -1.22173 -1.74086
220 -0.528363 -1.56157 0.0424113
263 -1.10633 -2.02111 2.011
267 -1.35643 -1.67575 0.969116
281 -0.724781 0.980471 3.018
200 -0.279431 -0.972704 1.33218
204 1.51386 1.00732 1.06888
265 0.5627 -1.69155 0.884794
266 1.29288 -1.34711 0.717125
280 0.217753 -4.0963 -1.47835
284 -2.53958 -4.98746 0.0676587
327 -1.85161 -0.752365 1.36951
331 -0.700223 -3.18972 -2.97453
345 -0.57938 -2.42329 -2.88648
264 -3.12589 0.555278 1.18718
330 2.65424 1.85627 1.74373
344 0.494366 -1.97099 1.03607
348 0.817637 0.140007 0.39902
391 2.36718 2.04345 3.20469
395 -3.18293 2.40214 1.45125
409 3.13164 3.29994 -2.42202
332 0.00477747 -2.64399 1.2579
393 5.51034 -3.58954 -3.37001
394 -3.8259 1.47555 3.11075
408 -0.719416 -0.769974 -1.16308
412 1.56832 1.23951 -2.02015
455 -1.31753 0.448352 0.410609
459 4.57374 2.24495 0.714034
473 -0.244214 -2.1865 0.478276
392 -0.141128 -0.610758 -1.65107
396 0.128303 -1.41178 -1.09704
458 1.29345 0.227582 -0.861243
472 1.40574 -2.74784 3.12677
476 0.93661 -2.75434 -0.135973
519 -0.787336 -1.82144 1.53553
523 -0.0388419 -2.94913 -0.0267606
537 1.28727 -3.10499 1.5802
460 1.15077 -2.32446 1.37398
456 1.67986 1.08762 0.219272
522 -0.707093 -3.27503 -0.855485
536 -1.88221 1.02884 1.46756
540 0.393674 -1.34885 -1.20876
583 0.803525 -0.843061 -0.708557
587 -1.92052 1.21602 -3.13889
601 -0.650536 -1.41882 -2.66581
520 0.814493 2.20596 -2.04406
586 0.804255 0.292016 -0.696123
600 3.77101 0.952824 -0.50636
604 -1.40341 0.602985 0.620943
647 0.71074 -0.2529 1.62333
651 0.424395 -3.287 2.52738
665 0.657842 -1.62141 2.06499
664 -3.2293 0.69438 0.624663
650 0.119885 0.0819104 -2.4663
668 -1.97337 -1.78562 0.485457
711 -1.15551 0.142471 2.19568
714 1.26141 0.742028 -1.03993
715 -1.59035 -1.64676 3.05374
728 2.06898 2.79191 1.57535
729 -1.29713 -0.197058 -1.59074
732 1.12608 -1.55185 1.53345
713 -2.79294 -3.89099 3.13393
652 0.425309 -1.44065 -1.829
648 0.506918 -1.96573 -1.76006
712 1.8109 -0.868769 -1.70097
23 1.50648 1.38262 -0.7921
26 1.48027 -1.08679 2.26336
27 -2.27662 -1.12595 0.70257
39 1.77779 1.55496 -3.22533
40 1.3649 -2.9652 1.18596
41 -3.77989 -0.860809 -3.50027
42 -1.11453 -2.01714 -1.31625
43 0.779779 2.22383 0.860509
44 1.39503 1.55913 0.913523
107 -1.19097 0.816361 1.73328
91 2.50689 1.14546 -1.08436
103 0.677887 5.14911 2.28295
87 0.139361 2.68149 -3.08636
105 2.93538 -0.7653 -0.512969
90 1.02236 -1.29543 0.306134
104 2.16843 0.457848 2.83479
106 -0.987214 3.51977 1.06836
108 -0.615485 2.27902 -4.13455
151 5.82889 -2.78749 -2.1732
155 3.17627 3.26678 2.37713
167 0.0694351 0.162196 -3.93492
169 -2.70802 -2.53548 -0.156668
171 -3.97116 1.0103 -1.76829
154 -3.2621 0.376916 3.00691
168 -2.26198 -1.65547 -1.76457
170 -0.817104 1.75588 1.59981
172 0.0414702 0.143337 0.82984
215 -4.32046 -0.367272 0.912728
219 2.26352 4.23296 2.49851
231 -3.12345 -3.20294 -0.733567
233 0.55681 -3.86284 -0.504781
235 0.154928 -1.21083 -0.750544
218 0.251552 1.3462 2.44495
232 1.09516 -0.796046 1.09212
234 0.683789 -4.32013 -0.410255
236 -2.4159 5.46825 -0.00499145
279 1.26995 1.68393 0.386337
283 -0.330336 -1.36819 -2.16413
295 2.64133 0.206511 -1.47263
297 -0.564365 1.26226 -0.892393
299 0.789718 0.0415495 -4.4069
282 -4.19492 1.84415 -0.718216
296 -0.0159563 0.664158 1.39643
298 -1.07866 5.64216 -3.40582
300 -1.97261 -1.16899 2.19178
343 -1.27568 -1.46921 -1.16261
347 0.951234 3.47482 0.85897
359 -1.44974 -2.25704 -0.867976
361 0.689032 0.88839 -2.15735
363 -0.760139 -1.61207 -0.464293
346 -2.1113 -1.6211 1.56537
360 -4.3993 2.43344 -1.14088
362 0.265876 1.56395 5.47716
364 -1.83568 0.0638551 -0.256805
407 -1.14391 1.88209 -0.816222
411 -1.55355 0.142919 -3.7869
423 -1.1629 -0.0815008 -0.731052
425 -1.44451 0.112032 -0.207845
427 1.17923 0.886721 0.666852
410 0.948965 -0.618812 2.84292
424 1.67148 0.0324107 1.5264
426 1.8411 -1.401 2.67154
428 -3.80406 -0.807999 -0.306136
471 1.69088 -5.06674 0.486552
475 2.69912 -5.24014 -2.76969
487 0.226093 -0.631963 -1.39452
489 0.0439948 0.916578 -0.81868
491 1.003 -1.90601 -0.593142
474 -0.224566 1.79531 0.00478116
488 -0.767872 -0.0237523 -1.74526
490 0.326841 -3.58095 -0.580642
492 -4.24627 -1.19137 -0.266778
535 0.31646 -2.53154 2.93964
539 1.44407 0.22057 -3.59356
551 3.16349 0.565677 4.71424
553 -1.24083 0.104531 -1.57331
555 -2.56477 -2.12049 -2.92727
